date,กบินทร์บุรี,กระบี่,กรุงเทพมหานคร,กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพฯ บางนา สกษ.,กาญจนบุรี,กาฬสินธุ์,กำแพงเพชร,ขอนแก่น,คอหงษ์ สกษ.,จันทบุรี,ฉวาง,ฉะเชิงเทรา,ชลบุรี,ชัยนาท สกษ.,ชัยภูมิ,ชุมพร,ดอยมูเซอ สกษ.,ดอยอ่างขาง,ตรัง,ตราด,ตะกั่วป่า,ตาก,ตากฟ้า สกษ.,ทองผาภูมิ,ทุ่งช้าง,ท่าตูม,ท่าพระ สกษ.,ท่าวังผา,นครปฐม,นครพนม,นครพนม สกษ.,นครราชสีมา,นครศรีธรรมราช,นครศรีธรรมราช สกษ.,นครสวรรค์,นราธิวาส,นางรอง,นำร่อง,น่าน,น่าน สกษ.,บัวชุม,บุรีรัมย์,ปทุมธานี สกษ.,ประจวบคีรีขันธ์,ปราจีนบุรี,ปัตตานี,ปากช่อง สกษ.,พระนครศรีอยุธยา,พระแสง สอท.,พลิ้ว สกษ.,พะเยา,พัทยา,พัทลุง สกษ.,พิจิตร สกษ.,พิษณุโลก,ภูเก็ต,ภูเก็ต (ศูนย์ฯ),มหาสารคาม,มุกดาหาร,ยะลา สกษ.,ระนอง,ระยอง,ราชบุรี,ร้อยเอ็ด,ร้อยเอ็ด สกษ.,ลพบุรี,ลำปาง,ลำปาง สกษ.,ลำพูน,วิเชียรบุรี,ศรีสะเกษ,ศรีสำโรง สกษ.,สกลนคร,สกลนคร สกษ.,สงขลา,สตูล,สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,สมุทรปราการ สกษ.,สระแก้ว,สวี สกษ.,สะเดา,สัตหีบ,สุพรรณบุรี,สุราษฎร์ธานี,สุราษฎร์ธานี สกษ.,สุรินทร์,สุรินทร์ สกษ.,สุโขทัย,หนองคาย,หนองบัวลำภู,หนองพลับ สกษ.,หล่มสัก,หัวหิน,หาดใหญ่,ห้วยโป่ง สกษ.,อรัญประเทศ,อุดรธานี,อุตรดิตถ์,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี สกษ.,อุ้มผาง,อู่ทอง สกษ.,เกาะลันตา,เกาะสมุย,เกาะสีชัง,เขื่อนภูมิพล,เชียงราย,เชียงราย สกษ.,เชียงใหม่,เถิน,เพชรบุรี,เพชรบูรณ์,เลย,เลย สกษ.,แพร่,แม่สอด,แม่สะเรียง,แม่ฮ่องสอน,แหลมฉบัง,โชคชัย
2016-07-17,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.0,3.9,ไม่มีฝน,209.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,5.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.0,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,16.6,0.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,34.0,,1.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,10.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,29.0,0.2,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,,4.6,ไม่มีฝน,ไม่มีฝน,1.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.0,ไม่มีฝน,ไม่มีฝน,32.0,ไม่มีฝน,ไม่มีฝน,2.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,8.6,0.3,21.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.1,4.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.7,,ไม่มีฝน
2016-07-18,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.0,ฝนเล็กน้อย,11.3,ไม่มีฝน,55.8,4.2,7.1,2.2,ไม่มีฝน,0.6,ไม่มีฝน,7.0,ไม่มีฝน,ไม่มีฝน,0.4,15.8,ไม่มีฝน,85.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.6,ไม่มีฝน,40.4,2.5,0.4,56.1,56.5,15.5,ไม่มีฝน,3.0,5.2,9.3,15.2,72.2,ไม่มีฝน,,1.4,31.7,2.2,28.7,ฝนเล็กน้อย,4.2,ไม่มีฝน,ไม่มีฝน,8.8,,ไม่มีฝน,13.2,0.8,ไม่มีฝน,ไม่มีฝน,12.0,45.3,9.8,26.9,ไม่มีฝน,3.3,15.2,1.7,4.3,2.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,15.8,0.7,11.5,6.6,ไม่มีฝน,ไม่มีฝน,9.4,36.2,54.8,ไม่มีฝน,0.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,11.8,12.0,ไม่มีฝน,ไม่มีฝน,7.4,35.2,ไม่มีฝน,22.0,ไม่มีฝน,19.2,ไม่มีฝน,0.2,6.1,9.4,ไม่มีฝน,46.7,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,1.5,6.5,42.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน
2016-07-19,ไม่มีฝน,ไม่มีฝน,4.5,1.0,1.5,34.4,22.2,9.4,25.4,6.0,22.5,43.7,5.7,8.9,42.4,10.1,0.1,0.5,ไม่มีฝน,13.1,ไม่มีฝน,2.7,12.6,17.6,0.8,7.0,ไม่มีฝน,43.5,5.4,2.8,1.9,ไม่มีฝน,42.2,6.8,,7.2,ไม่มีฝน,10.0,4.2,10.4,,0.2,3.0,32.1,ไม่มีฝน,1.6,3.7,1.3,7.1,ไม่มีฝน,,9.1,40.2,1.6,ฝนเล็กน้อย,ไม่มีฝน,4.4,24.5,25.0,ไม่มีฝน,20.7,0.1,17.7,2.4,ฝนเล็กน้อย,ไม่มีฝน,0.4,2.9,1.0,ไม่มีฝน,6.2,ไม่มีฝน,45.7,ไม่มีฝน,ไม่มีฝน,1.2,37.8,1.1,0.7,11.3,ไม่มีฝน,ไม่มีฝน,40.8,21.1,11.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.9,15.7,29.9,9.5,0.2,18.2,ไม่มีฝน,78.0,41.8,ไม่มีฝน,0.7,31.0,47.3,5.7,6.2,8.7,56.6,0.5,24.1,ไม่มีฝน,0.3,2.8,12.1,9.4,26.1,5.2,0.2,ไม่มีฝน,63.5,ไม่มีฝน,8.6,ไม่มีฝน,,18.5
2016-07-20,ไม่มีฝน,2.0,46.0,40.5,75.4,3.4,0.5,ไม่มีฝน,0.4,0.2,15.4,4.6,ไม่มีฝน,0.3,10.1,1.8,16.3,23.1,13.1,ไม่มีฝน,ไม่มีฝน,6.4,8.8,25.4,1.9,29.3,2.2,0.8,6.7,0.8,28.3,49.0,10.4,0.6,ไม่มีฝน,0.1,22.1,41.2,106.4,2.1,,0.5,ไม่มีฝน,3.5,5.3,ไม่มีฝน,1.7,12.3,59.6,6.5,,3.1,23.5,0.2,1.9,0.9,ฝนเล็กน้อย,7.4,0.2,1.2,36.9,1.5,50.2,6.3,13.2,23.2,14.1,5.9,8.8,22.2,44.5,29.5,12.7,3.8,4.2,26.4,1.5,4.0,3.6,12.5,ไม่มีฝน,41.2,7.9,14.9,1.7,4.0,3.9,1.7,3.6,2.6,12.2,0.2,41.2,ไม่มีฝน,0.6,0.4,16.1,12.2,9.0,1.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.8,72.4,ฝนเล็กน้อย,17.2,2.7,24.1,4.2,29.5,25.2,1.7,10.5,16.8,28.7,24.0,14.4,ฝนเล็กน้อย,1.0,,ไม่มีฝน
2016-07-21,0.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,25.6,ฝนเล็กน้อย,8.0,0.8,5.2,ไม่มีฝน,ไม่มีฝน,6.8,10.0,33.8,5.2,2.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,41.2,ไม่มีฝน,3.5,2.1,ไม่มีฝน,0.6,0.3,ไม่มีฝน,,19.9,27.4,0.6,0.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,1.0,ไม่มีฝน,10.2,4.6,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,2.2,14.2,,1.0,ฝนเล็กน้อย,ไม่มีฝน,4.1,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,2.2,3.4,6.1,2.7,3.0,0.2,ไม่มีฝน,3.1,0.5,0.6,35.4,ไม่มีฝน,0.2,,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,5.0,41.9,0.9,8.9,2.7,2.7,ไม่มีฝน,ไม่มีฝน,11.5,13.2,1.4,ไม่มีฝน,ไม่มีฝน,2.6,2.8,7.5,14.6,2.0,2.0,ไม่มีฝน,5.2,11.9,3.9,0.4,ไม่มีฝน,0.4,29.0,5.4,5.4,4.8,ไม่มีฝน,ไม่มีฝน,0.2,10.8,6.4,2.3,2.3,ไม่มีฝน,9.5,,ไม่มีฝน
2016-07-22,2.0,5.9,ไม่มีฝน,ไม่มีฝน,3.8,ไม่มีฝน,ไม่มีฝน,47.8,0.6,ไม่มีฝน,1.5,69.7,17.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,28.4,0.6,26.2,40.3,11.8,ไม่มีฝน,3.0,ไม่มีฝน,61.0,ไม่มีฝน,2.8,0.1,29.8,1.2,ไม่มีฝน,ไม่มีฝน,3.0,6.5,5.1,2.0,12.9,0.3,39.6,1.8,,1.2,15.5,0.5,0.2,32.6,ไม่มีฝน,0.3,ไม่มีฝน,3.6,,ไม่มีฝน,1.3,12.2,2.4,5.6,ไม่มีฝน,ไม่มีฝน,29.3,ไม่มีฝน,ไม่มีฝน,0.4,2.9,0.6,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.0,,2.2,16.5,4.0,16.3,0.2,2.8,ไม่มีฝน,0.4,2.0,2.1,,21.9,35.2,1.0,0.2,14.5,15.1,24.8,,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,6.4,2.0,14.4,ไม่มีฝน,ฝนเล็กน้อย,17.0,20.4,69.8,ไม่มีฝน,ไม่มีฝน,3.4,ไม่มีฝน,4.1,0.8,52.1,11.0,1.3,4.1,16.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.5,27.1,4.9,17.0,,ไม่มีฝน
2016-07-23,1.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.3,ฝนเล็กน้อย,ไม่มีฝน,0.2,24.1,ไม่มีฝน,33.6,ไม่มีฝน,0.7,21.8,ไม่มีฝน,41.0,1.5,1.7,1.2,0.5,0.7,13.5,ฝนเล็กน้อย,1.2,ไม่มีฝน,1.1,ไม่มีฝน,3.1,18.7,ฝนเล็กน้อย,ไม่มีฝน,0.5,18.8,1.5,4.9,ไม่มีฝน,ไม่มีฝน,9.4,ไม่มีฝน,20.7,,67.6,0.2,23.2,11.6,2.2,ไม่มีฝน,1.6,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,12.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.0,21.4,5.4,ไม่มีฝน,1.9,1.0,0.9,15.0,5.9,15.4,ไม่มีฝน,ไม่มีฝน,0.2,38.5,1.0,,12.7,0.3,4.3,ไม่มีฝน,0.8,3.3,0.4,ฝนเล็กน้อย,,2.3,ไม่มีฝน,ไม่มีฝน,2.0,0.3,3.4,2.2,1.1,6.9,2.6,0.5,4.3,1.8,ไม่มีฝน,0.7,1.4,17.8,1.4,0.9,0.2,1.8,ไม่มีฝน,4.8,9.5,ไม่มีฝน,12.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.3,ไม่มีฝน,9.8,14.9,0.7,15.5,0.8,ไม่มีฝน,,0.7
2016-07-24,0.4,32.4,ไม่มีฝน,ไม่มีฝน,,3.4,ไม่มีฝน,7.4,ไม่มีฝน,36.6,ไม่มีฝน,22.5,11.9,ฝนเล็กน้อย,87.7,ไม่มีฝน,ไม่มีฝน,3.3,1.3,18.3,0.4,14.5,1.4,23.0,5.3,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,4.2,5.1,46.9,13.5,0.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,0.2,0.5,1.9,ไม่มีฝน,ไม่มีฝน,9.6,1.5,28.3,2.8,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,15.5,4.9,1.0,6.4,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,3.5,ไม่มีฝน,ไม่มีฝน,23.7,ไม่มีฝน,51.2,18.5,ไม่มีฝน,1.4,3.3,ไม่มีฝน,2.8,ไม่มีฝน,ไม่มีฝน,3.9,0.9,1.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.4,1.4,ไม่มีฝน,7.6,2.2,0.4,3.3,ฝนเล็กน้อย,4.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,17.0,ไม่มีฝน,0.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.4,3.6,1.0,ไม่มีฝน,ไม่มีฝน,0.2,3.4,0.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.6,ไม่มีฝน,ไม่มีฝน,0.3,6.1,5.2,3.8,,1.2
2016-07-25,ไม่มีฝน,ไม่มีฝน,2.4,2.0,0.2,2.6,ไม่มีฝน,ไม่มีฝน,2.0,ไม่มีฝน,1.4,ไม่มีฝน,0.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.7,ไม่มีฝน,ไม่มีฝน,27.0,ไม่มีฝน,5.8,ไม่มีฝน,0.3,5.6,ไม่มีฝน,23.5,3.8,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,0.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.5,,ไม่มีฝน,ไม่มีฝน,3.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,4.1,15.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,8.1,11.4,ไม่มีฝน,1.6,45.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,5.5,19.0,25.6,ไม่มีฝน,29.0,ไม่มีฝน,3.8,21.4,ไม่มีฝน,5.5,0.6,0.1,ไม่มีฝน,7.5,0.2,ไม่มีฝน,0.5,ฝนเล็กน้อย,ไม่มีฝน,0.5,ไม่มีฝน,1.2,ไม่มีฝน,ไม่มีฝน,2.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.8,2.4,ไม่มีฝน,ไม่มีฝน,5.1,28.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.3,ไม่มีฝน,2.0,8.1,,ไม่มีฝน
2016-07-26,20.7,4.1,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,0.2,ไม่มีฝน,ไม่มีฝน,10.6,34.6,5.2,1.0,29.6,6.4,1.0,2.2,5.4,ไม่มีฝน,21.2,1.0,0.7,6.8,1.0,1.7,22.7,ไม่มีฝน,ไม่มีฝน,12.3,42.1,0.6,ไม่มีฝน,ไม่มีฝน,15.5,44.5,1.7,0.4,1.9,ไม่มีฝน,2.3,,11.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,23.3,11.1,ไม่มีฝน,2.5,ไม่มีฝน,,ไม่มีฝน,0.2,2.3,6.9,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.6,ไม่มีฝน,ไม่มีฝน,2.7,6.2,ไม่มีฝน,ไม่มีฝน,7.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.5,4.5,43.9,24.6,ฝนเล็กน้อย,10.4,39.5,3.0,ไม่มีฝน,38.9,0.7,2.8,ไม่มีฝน,0.5,0.1,ไม่มีฝน,ไม่มีฝน,4.7,ฝนเล็กน้อย,17.0,4.8,2.2,0.6,1.5,ไม่มีฝน,2.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,18.0,1.2,24.0,0.3,16.6,8.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.3,ไม่มีฝน,ไม่มีฝน,,9.4
2016-07-27,ไม่มีฝน,ไม่มีฝน,23.6,9.2,29.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,13.3,9.4,ไม่มีฝน,0.2,0.2,1.5,ฝนเล็กน้อย,ไม่มีฝน,3.9,4.0,7.9,43.4,ไม่มีฝน,1.3,ไม่มีฝน,5.0,ไม่มีฝน,0.6,23.5,3.9,39.6,40.5,0.5,22.0,3.3,0.6,5.0,4.8,ฝนเล็กน้อย,1.4,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.9,ไม่มีฝน,52.2,0.6,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.4,ไม่มีฝน,0.8,8.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,23.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,20.9,1.0,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,51.7,79.9,27.1,0.5,0.1,0.3,2.6,3.2,,2.5,1.8,0.9,5.0,4.3,1.2,ไม่มีฝน,ไม่มีฝน,1.5,0.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.2,3.6,0.1,4.8,ฝนเล็กน้อย,0.4,ไม่มีฝน,3.0,6.2,39.2,ไม่มีฝน,ไม่มีฝน,6.0,ฝนเล็กน้อย,6.6,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,ฝนเล็กน้อย,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,23.8,4.0,,18.2
2016-07-28,1.5,23.0,ไม่มีฝน,ไม่มีฝน,0.1,0.5,ไม่มีฝน,3.3,16.6,0.2,52.7,83.3,ไม่มีฝน,7.5,0.4,1.5,2.1,ไม่มีฝน,1.3,32.0,189.7,98.8,ไม่มีฝน,66.8,1.3,24.2,ไม่มีฝน,20.1,ไม่มีฝน,1.6,1.7,4.8,5.7,9.8,16.6,ไม่มีฝน,5.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,1.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,47.5,3.0,ไม่มีฝน,ไม่มีฝน,12.2,,ไม่มีฝน,ไม่มีฝน,1.8,ไม่มีฝน,10.1,25.0,96.8,ไม่มีฝน,ไม่มีฝน,5.8,106.6,9.7,15.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.8,14.0,67.9,0.5,2.2,49.1,2.4,39.1,ฝนเล็กน้อย,2.6,ไม่มีฝน,ไม่มีฝน,1.5,9.7,1.4,ไม่มีฝน,ไม่มีฝน,1.3,0.5,35.5,ไม่มีฝน,ไม่มีฝน,24.5,13.2,12.3,8.8,15.7,0.2,ฝนเล็กน้อย,0.3,37.8,6.8,17.1,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,12.2,ฝนเล็กน้อย,ไม่มีฝน,0.2,57.4,21.4,2.4,ไม่มีฝน,ไม่มีฝน,7.7,5.6,5.6,9.6,ไม่มีฝน,0.1,1.9,,17.8
2016-07-29,32.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,0.3,0.1,6.0,ไม่มีฝน,75.8,ไม่มีฝน,34.7,ฝนเล็กน้อย,,10.0,3.6,22.1,5.5,ไม่มีฝน,68.6,8.6,18.9,ไม่มีฝน,9.3,22.3,75.1,38.6,11.6,ไม่มีฝน,50.9,24.7,4.2,1.2,ไม่มีฝน,10.6,ไม่มีฝน,25.7,0.3,1.9,,1.8,40.9,1.0,0.2,1.3,ไม่มีฝน,ฝนเล็กน้อย,0.2,ไม่มีฝน,,2.2,1.2,ไม่มีฝน,9.6,ไม่มีฝน,0.2,0.9,70.4,0.4,ไม่มีฝน,9.3,14.8,ไม่มีฝน,3.6,1.9,ไม่มีฝน,20.6,6.0,22.8,29.2,1.4,ไม่มีฝน,ไม่มีฝน,0.6,ไม่มีฝน,2.9,ฝนเล็กน้อย,ฝนเล็กน้อย,0.4,17.5,1.2,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.9,4.3,ไม่มีฝน,37.0,1.6,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,4.2,20.3,9.4,,ไม่มีฝน,10.6,3.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,52.2,26.4,14.0,10.1,16.1,1.5,4.1,7.8,6.1,1.9,34.2,5.4,4.9,,6.4
2016-07-30,4.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.0,0.2,ไม่มีฝน,11.0,1.1,11.6,34.6,ไม่มีฝน,5.3,9.9,ไม่มีฝน,ฝนเล็กน้อย,2.0,3.0,14.9,ไม่มีฝน,ไม่มีฝน,0.5,2.8,ไม่มีฝน,21.8,19.2,2.1,0.3,23.7,ไม่มีฝน,ไม่มีฝน,8.3,2.3,10.1,30.4,10.7,ไม่มีฝน,15.4,2.3,38.0,,ไม่มีฝน,25.2,2.4,9.6,23.9,19.0,ไม่มีฝน,ไม่มีฝน,21.0,,0.5,0.4,ไม่มีฝน,20.1,2.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,53.9,1.8,ไม่มีฝน,0.7,ฝนเล็กน้อย,ไม่มีฝน,5.7,4.0,4.9,ไม่มีฝน,3.9,19.0,ไม่มีฝน,3.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.1,4.1,4.0,15.4,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,0.6,ไม่มีฝน,17.3,35.3,8.7,4.8,7.5,ฝนเล็กน้อย,7.0,ไม่มีฝน,ฝนเล็กน้อย,3.0,ไม่มีฝน,18.2,10.6,ไม่มีฝน,ไม่มีฝน,12.7,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.2,5.1,4.8,25.0,22.4,ไม่มีฝน,4.2,2.8,14.9,1.3,11.6,14.1,31.7,,9.4
2016-07-31,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.2,4.0,1.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.1,ไม่มีฝน,0.2,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,1.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.9,57.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.5,12.4,9.4,ไม่มีฝน,ไม่มีฝน,9.6,6.3,ไม่มีฝน,0.4,1.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,9.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.1,6.2,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,1.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.7,30.3,12.2,0.8,1.4,ไม่มีฝน,0.4,3.2,0.6,ฝนเล็กน้อย,2.7,10.3,1.2,,ไม่มีฝน
